date,setting_type,county,facility,cases_employee,deaths_employee,cases_students,deaths_students,status
2020-09-29,School,Craven,New Bern High School,0,0,5,0,ongoing
2020-10-02,School,Craven,New Bern High School,0,0,5,0,ongoing
2020-09-22,School,Craven,New Bern High School Football Team,0,0,5,0,ongoing
2020-09-25,School,Cumberland,Berean Baptist Academy,0,0,5,0,ongoing
2020-09-29,School,Cumberland,Berean Baptist Academy,0,0,5,0,ongoing
2020-10-02,School,Cumberland,Berean Baptist Academy,0,0,5,0,ongoing
2020-12-18,Child Care,Cumberland,Childcare Network #110,5,0,2,0,ongoing
2020-12-22,Child Care,Cumberland,Childcare Network #110,5,0,2,0,ongoing
2021-01-26,Child Care,Cumberland,Childcare Network #110,5,0,2,0,ongoing
2020-10-23,K-12 School,Cumberland,Cornerstone Christian Academy,3,0,5,0,ongoing
2020-10-27,K-12 School,Cumberland,Cornerstone Christian Academy,3,0,5,0,ongoing
2020-10-30,K-12 School,Cumberland,Cornerstone Christian Academy,3,0,5,0,ongoing
2020-11-03,K-12 School,Cumberland,Cornerstone Christian Academy,3,0,5,0,ongoing
2020-11-06,K-12 School,Cumberland,Cornerstone Christian Academy,3,0,5,0,ongoing
2020-11-10,K-12 School,Cumberland,Cornerstone Christian Academy,3,0,5,0,ongoing
2020-11-13,K-12 School,Cumberland,Cornerstone Christian Academy,3,0,5,0,ongoing
2020-11-17,K-12 School,Cumberland,Cornerstone Christian Academy,3,0,5,0,ongoing
2020-10-30,K-12 School,Cumberland,Freedom Christian Academy,1,0,4,0,ongoing
2020-11-03,K-12 School,Cumberland,Freedom Christian Academy,1,0,4,0,ongoing
2020-11-06,K-12 School,Cumberland,Freedom Christian Academy,1,0,4,0,ongoing
2020-11-10,K-12 School,Cumberland,Freedom Christian Academy,1,0,4,0,ongoing
2020-11-13,K-12 School,Cumberland,Freedom Christian Academy,1,0,4,0,ongoing
2020-11-17,K-12 School,Cumberland,Freedom Christian Academy,1,0,4,0,ongoing
2020-11-20,K-12 School,Cumberland,Freedom Christian Academy,7,0,4,0,ongoing
2020-11-24,K-12 School,Cumberland,Freedom Christian Academy,7,0,4,0,ongoing
2020-12-01,K-12 School,Cumberland,Freedom Christian Academy,1,0,4,0,ongoing
2020-12-04,K-12 School,Cumberland,Freedom Christian Academy,1,0,4,0,ongoing
2020-11-24,Child Care,Cumberland,Heavenly Haven Academy,2,0,4,0,ongoing
2020-12-11,Child Care,Cumberland,Heavenly Haven Academy,2,0,4,0,ongoing
2020-09-22,Child Care,Cumberland,Highland Learning Center,4,0,1,0,ongoing
2020-09-25,Child Care,Cumberland,Highland Learning Center,4,0,1,0,ongoing
2020-09-29,Child Care,Cumberland,Highland Learning Center,4,0,1,0,ongoing
2020-10-02,Child Care,Cumberland,Highland Learning Center,4,0,1,0,ongoing
2020-10-13,Child Care,Cumberland,Highland Learning Center,4,0,1,0,ongoing
2021-01-26,Child Care,Cumberland,Lakewoods Drive KinderCare,1,0,4,0,ongoing
2021-02-05,Child Care,Cumberland,Lakewoods Drive KinderCare,1,0,4,0,ongoing
2021-01-26,Child Care,Cumberland,New Life Baptist Church,9,0,2,0,ongoing
2021-02-05,Child Care,Cumberland,New Life Baptist Church,9,0,2,0,ongoing
2020-08-21,Child Care,Cumberland,Owen Drive KinderCare,3,0,3,0,ongoing
2020-08-25,Child Care,Cumberland,Owen Drive KinderCare,3,0,3,0,ongoing
2020-08-28,Child Care,Cumberland,Owen Drive KinderCare,3,0,3,0,ongoing
2020-08-21,Child Care,Cumberland,Sunshine House Cliffdale Road,5,0,1,0,ongoing
2020-08-25,Child Care,Cumberland,Sunshine House Cliffdale Road,5,0,1,0,ongoing
2020-08-28,Child Care,Cumberland,Sunshine House Cliffdale Road,5,0,1,0,ongoing
2021-02-02,K-12 School,Cumberland,Temple Christian Academy,2,0,5,0,ongoing
2021-02-05,K-12 School,Cumberland,Temple Christian Academy,2,0,5,0,ongoing
2021-01-26,Child Care,Cumberland,Trinity Child Care,5,0,2,0,ongoing
2021-02-05,Child Care,Cumberland,Trinity Child Care,5,0,2,0,ongoing
2020-08-21,Child Care,Davidson,Lexington Day Care,7,0,1,0,ongoing
2020-08-25,Child Care,Davidson,Lexington Day Care,7,0,2,0,ongoing
2020-08-28,Child Care,Davidson,Lexington Day Care,7,0,2,0,ongoing
2020-09-22,Child Care,Davidson,Lexington Day Care,7,0,2,0,resolved
2020-10-13,School,Davidson,West Davidson High School,2,0,4,0,ongoing
2020-10-20,K-12 School,Davidson,West Davidson High School,2,0,4,0,ongoing
2020-10-23,K-12 School,Davidson,West Davidson High School,2,0,4,0,ongoing
2020-10-27,K-12 School,Davidson,West Davidson High School,2,0,4,0,ongoing
2020-10-30,K-12 School,Davidson,West Davidson High School,2,0,4,0,ongoing
2020-11-03,K-12 School,Davidson,West Davidson High School,2,0,4,0,ongoing
2020-11-06,K-12 School,Davidson,West Davidson High School,2,0,4,0,ongoing
2020-08-21,Child Care,Duplin,Wee Care,4,0,7,0,ongoing
2020-08-25,Child Care,Duplin,Wee Care,4,0,7,0,ongoing
2020-08-28,Child Care,Duplin,Wee Care,4,0,7,0,ongoing
2020-11-06,K-12 School,Durham,Bethesda Christian Academy,1,0,6,0,ongoing
2020-11-10,K-12 School,Durham,Bethesda Christian Academy,1,0,6,0,ongoing
2020-11-13,K-12 School,Durham,Bethesda Christian Academy,2,0,6,0,ongoing
2020-11-17,K-12 School,Durham,Bethesda Christian Academy,2,0,6,0,ongoing
2020-11-20,K-12 School,Durham,Bethesda Christian Academy,5,0,10,0,ongoing
2020-11-24,K-12 School,Durham,Bethesda Christian Academy,5,0,10,0,ongoing
2020-12-01,K-12 School,Durham,Bethesda Christian Academy,5,0,10,0,ongoing
2020-12-04,K-12 School,Durham,Bethesda Christian Academy,5,0,10,0,ongoing
2020-12-08,K-12 School,Durham,Bethesda Christian Academy,5,0,10,0,ongoing
2020-12-11,K-12 School,Durham,Bethesda Christian Academy,5,0,10,0,resolved
2021-01-26,Child Care,Durham,Bright Horizons,4,0,1,0,ongoing
2021-02-05,Child Care,Durham,Bright Horizons,4,0,1,0,ongoing
2020-08-21,Child Care,Durham,Child care Network #58,2,0,3,0,ongoing
2020-08-25,Child Care,Durham,Child care Network #58,2,0,3,0,ongoing
2020-08-28,Child Care,Durham,Child care Network #58,2,0,3,0,ongoing
2020-11-13,Child Care,Durham,Creative Care Early Learning Academy,1,0,4,0,ongoing
2020-11-17,Child Care,Durham,Creative Care Early Learning Academy,1,0,4,0,ongoing
2020-11-24,Child Care,Durham,Creative Care Early Learning Academy,2,0,5,0,ongoing
2020-08-21,Child Care,Durham,Duke Street KinderCare,0,0,7,0,ongoing
2020-08-25,Child Care,Durham,Duke Street KinderCare,0,0,7,0,ongoing
2020-08-28,Child Care,Durham,Duke Street KinderCare,0,0,7,0,ongoing
2020-12-08,K-12 School,Durham,Fellowship Baptist Academy,2,0,6,0,ongoing
2020-12-11,K-12 School,Durham,Fellowship Baptist Academy,2,0,6,0,ongoing
2020-12-15,K-12 School,Durham,Fellowship Baptist Academy,2,0,6,0,ongoing
2020-12-18,K-12 School,Durham,Fellowship Baptist Academy,2,0,6,0,ongoing
2020-12-22,K-12 School,Durham,Fellowship Baptist Academy,2,0,6,0,ongoing
2021-01-26,Child Care,Durham,Hope Valley Preschool,5,0,1,0,ongoing
2020-11-13,Child Care,Durham,Legacy Child Enrichment Center,2,0,9,0,ongoing
2020-11-17,Child Care,Durham,Legacy Child Enrichment Center,2,0,9,0,ongoing
2020-11-24,Child Care,Durham,Legacy Child Enrichment Center,3,0,10,0,ongoing
2020-12-11,Child Care,Durham,Legacy Child Enrichment Center,3,0,11,0,resolved
2020-11-10,K-12 School,Durham,Liberty Baptist Church/School,5,0,16,0,ongoing
2020-11-13,K-12 School,Durham,Liberty Baptist Church/School,5,0,16,0,ongoing
2020-11-10,K-12 School,Durham,Liberty Christian Academy,1,0,9,0,ongoing
2020-11-13,K-12 School,Durham,Liberty Christian Academy,1,0,9,0,ongoing
2020-11-17,K-12 School,Durham,Liberty Christian Academy,6,0,20,0,ongoing
2020-11-20,K-12 School,Durham,Liberty Christian Academy,6,0,20,0,ongoing
2020-11-24,K-12 School,Durham,Liberty Christian Academy,6,0,20,0,ongoing
2020-12-01,K-12 School,Durham,Liberty Christian Academy,6,0,20,0,ongoing
2020-12-04,K-12 School,Durham,Liberty Christian Academy,6,0,20,0,ongoing
2020-12-08,K-12 School,Durham,Liberty Christian Academy,6,0,20,0,ongoing
2020-12-11,K-12 School,Durham,Liberty Christian Academy,6,0,20,0,resolved
2021-01-26,Child Care,Durham,Rose of Sharon Preschool,3,0,4,0,ongoing
2021-02-05,Child Care,Durham,Rose of Sharon Preschool,3,0,4,0,ongoing
2021-01-26,Child Care,Durham,The Goddard School,2,0,3,0,ongoing
2021-02-05,Child Care,Durham,The Goddard School,2,0,3,0,ongoing
2021-02-05,Child Care,Forsyth,Bright Horizons at Wake Forest Baptist Health,5,0,2,0,ongoing
2020-11-10,K-12 School,Forsyth,Calvary Day School,16,0,0,0,ongoing
2020-11-13,K-12 School,Forsyth,Calvary Day School,3,0,17,0,ongoing
2020-11-17,K-12 School,Forsyth,Calvary Day School,3,0,17,0,ongoing
2020-11-20,K-12 School,Forsyth,Calvary Day School,3,0,17,0,ongoing
2020-11-24,K-12 School,Forsyth,Calvary Day School,3,0,17,0,ongoing
2020-12-01,K-12 School,Forsyth,Calvary Day School,3,0,17,0,ongoing
2020-12-04,K-12 School,Forsyth,Calvary Day School,3,0,17,0,ongoing
2020-12-08,K-12 School,Forsyth,Calvary Day School,3,0,17,0,ongoing
2020-12-11,K-12 School,Forsyth,Calvary Day School,3,0,17,0,ongoing
2020-12-22,Child Care,Forsyth,Childcare Network #161,6,0,3,0,ongoing
2021-01-26,Child Care,Forsyth,Childcare Network #161,6,0,3,0,ongoing
2020-11-13,Child Care,Forsyth,Foundations Early learning Center,4,0,2,0,ongoing
2020-11-17,Child Care,Forsyth,Foundations Early learning Center,4,0,2,0,ongoing
2020-11-24,Child Care,Forsyth,Foundations Early learning Center,4,0,2,0,ongoing
2020-12-11,Child Care,Forsyth,Foundations Early learning Center,4,0,2,0,ongoing
2021-02-05,Child Care,Forsyth,Foundations Early learning Center,4,0,4,0,ongoing
2021-02-05,Child Care,Forsyth,Little Geniuses Learning Center,1,0,5,0,ongoing
2020-11-06,K-12 School,Forsyth,Moore Magnet Elementary School,6,0,1,0,ongoing
2020-11-10,K-12 School,Forsyth,Moore Magnet Elementary School,6,0,1,0,ongoing
2020-11-13,K-12 School,Forsyth,Moore Magnet Elementary School,6,0,1,0,ongoing
2020-11-17,K-12 School,Forsyth,Moore Magnet Elementary School,6,0,1,0,ongoing
2020-11-20,K-12 School,Forsyth,Moore Magnet Elementary School,6,0,1,0,ongoing
2020-11-24,K-12 School,Forsyth,Moore Magnet Elementary School,6,0,1,0,ongoing
2020-12-01,K-12 School,Forsyth,Moore Magnet Elementary School,6,0,1,0,ongoing
2020-12-04,K-12 School,Forsyth,Moore Magnet Elementary School,6,0,1,0,ongoing
2020-12-08,K-12 School,Forsyth,Moore Magnet Elementary School,6,0,1,0,ongoing
2020-12-11,K-12 School,Forsyth,Moore Magnet Elementary School,6,0,1,0,ongoing
2020-12-15,K-12 School,Forsyth,Moore Magnet Elementary School,6,0,1,0,ongoing
2020-12-18,K-12 School,Forsyth,Moore Magnet Elementary School,6,0,1,0,resolved
2020-11-24,Child Care,Forsyth,Sandra's Family Child Care,3,0,2,0,ongoing
2020-12-11,Child Care,Forsyth,Sandra's Family Child Care,3,0,2,0,ongoing
2020-12-18,Child Care,Forsyth,Sandra's Family Child Care,3,0,2,0,ongoing
2020-12-22,Child Care,Forsyth,Sandra's Family Child Care,3,0,2,0,ongoing
2021-01-26,Child Care,Forsyth,Sandra's Family Child Care,3,0,2,0,ongoing
2021-02-05,Child Care,Forsyth,Sunshine House - ELA - Country Club Rd,4,0,1,0,ongoing
2020-08-21,Child Care,Forsyth,The Crossing Preschool Afterschool,2,0,3,0,ongoing
2020-08-25,Child Care,Forsyth,The Crossing Preschool Afterschool,2,0,3,0,ongoing
2020-08-28,Child Care,Forsyth,The Crossing Preschool Afterschool,2,0,3,0,ongoing
2020-10-30,Child Care,Forsyth,The Sunshine House,3,0,2,0,ongoing
2020-11-13,Child Care,Forsyth,The Sunshine House,3,0,2,0,ongoing
2020-11-17,Child Care,Forsyth,The Sunshine House,3,0,2,0,ongoing
2020-11-24,Child Care,Forsyth,The Sunshine House,3,0,2,0,ongoing
2020-12-11,Child Care,Forsyth,The Sunshine House,3,0,2,0,ongoing
2020-10-23,K-12 School,Forsyth,UNC School of the Arts,0,0,5,0,ongoing
2020-10-27,K-12 School,Forsyth,UNC School of the Arts,0,0,5,0,ongoing
2020-10-30,K-12 School,Forsyth,UNC School of the Arts,0,0,5,0,ongoing
2020-11-03,K-12 School,Forsyth,UNC School of the Arts,0,0,5,0,ongoing
2020-11-06,K-12 School,Forsyth,UNC School of the Arts,0,0,5,0,ongoing
2020-11-10,K-12 School,Forsyth,UNC School of the Arts,0,0,5,0,ongoing
2021-01-26,Child Care,Forsyth,West Forsyth Christian Preschool,1,0,4,0,ongoing
2021-02-05,Child Care,Forsyth,West Forsyth Christian Preschool,1,0,4,0,ongoing
2020-08-21,Child Care,Franklin,Little Angels Daycare,4,0,7,0,ongoing
2020-08-25,Child Care,Franklin,Little Angels Daycare,4,0,7,0,ongoing
2020-08-28,Child Care,Franklin,Little Angels Daycare,4,0,7,0,ongoing
2020-12-18,Child Care,Gaston,All About Me Learning,3,0,2,0,ongoing
2020-12-22,Child Care,Gaston,All About Me Learning,3,0,2,0,ongoing
2021-01-26,Child Care,Gaston,All About Me Learning,3,0,2,0,ongoing
2020-10-13,School,Gaston,Gardner Park Elementary,5,0,0,0,ongoing
2020-10-20,K-12 School,Gaston,Gardner Park Elementary,6,0,1,0,ongoing
2020-10-23,K-12 School,Gaston,Gardner Park Elementary,6,0,1,0,ongoing
2020-10-27,K-12 School,Gaston,Gardner Park Elementary,6,0,1,0,ongoing
2020-10-30,K-12 School,Gaston,Gardner Park Elementary,6,0,1,0,ongoing
2020-11-03,K-12 School,Gaston,Gardner Park Elementary,6,0,1,0,ongoing
2020-11-06,K-12 School,Gaston,Gardner Park Elementary,6,0,1,0,ongoing
2020-11-10,K-12 School,Gaston,Gardner Park Elementary,6,0,1,0,ongoing
2020-11-13,K-12 School,Gaston,Gardner Park Elementary,6,0,1,0,ongoing
2020-11-17,K-12 School,Gaston,Gardner Park Elementary,5,0,1,0,resolved
2021-01-29,K-12 School,Gaston,Piedmont Community Charter Elementary School,5,0,2,0,ongoing
2021-02-02,K-12 School,Gaston,Piedmont Community Charter Elementary School,5,0,2,0,ongoing
2021-02-05,K-12 School,Gaston,Piedmont Community Charter Elementary School,5,0,2,0,ongoing
2020-09-22,School,Gaston,Webb Street School,4,0,1,0,ongoing
2020-09-25,School,Gaston,Webb Street School,4,0,1,0,ongoing
2020-09-29,School,Gaston,Webb Street School,4,0,1,0,ongoing
2020-10-02,School,Gaston,Webb Street School,4,0,1,0,ongoing
2020-10-13,School,Gaston,Webb Street School,4,0,1,0,ongoing
2020-12-11,K-12 School,Gaston,Webb Street School,7,0,1,0,ongoing
2020-12-15,K-12 School,Gaston,Webb Street School,7,0,1,0,ongoing
2020-12-18,K-12 School,Gaston,Webb Street School,7,0,1,0,ongoing
2020-12-22,K-12 School,Gaston,Webb Street School,7,0,1,0,ongoing
2021-01-05,K-12 School,Gaston,Webb Street School,7,0,1,0,ongoing
2021-01-08,K-12 School,Gaston,Webb Street School,7,0,1,0,ongoing
2020-10-20,K-12 School,Graham,Robbinsville Elementary School,3,0,2,0,ongoing
2020-10-23,K-12 School,Graham,Robbinsville Elementary School,3,0,2,0,ongoing
2020-10-27,K-12 School,Graham,Robbinsville Elementary School,3,0,2,0,ongoing
2020-10-30,K-12 School,Graham,Robbinsville Elementary School,3,0,2,0,ongoing
2020-11-03,K-12 School,Graham,Robbinsville Elementary School,3,0,2,0,ongoing
2020-11-06,K-12 School,Graham,Robbinsville Elementary School,3,0,2,0,ongoing
2020-11-10,K-12 School,Graham,Robbinsville Elementary School,3,0,2,0,ongoing
2020-11-13,K-12 School,Graham,Robbinsville Elementary School,3,0,2,0,resolved
2020-09-22,Child Care,Granville,Cornerstone Christian Daycare,2,1,7,0,ongoing
2020-09-25,Child Care,Granville,Cornerstone Christian Daycare,2,1,7,0,ongoing
2020-09-29,Child Care,Granville,Cornerstone Christian Daycare,2,1,7,0,ongoing
2020-10-02,Child Care,Granville,Cornerstone Christian Daycare,2,1,9,0,ongoing
2020-10-13,Child Care,Granville,Cornerstone Christian Daycare,2,1,9,0,ongoing
2020-11-13,Child Care,Granville,YMCA Remote Learning Support Center,3,0,2,0,ongoing
2020-11-17,Child Care,Granville,YMCA Remote Learning Support Center,3,0,2,0,ongoing
2020-11-24,Child Care,Granville,YMCA Remote Learning Support Center,3,0,2,0,ongoing
2020-12-11,Child Care,Granville,YMCA Remote Learning Support Center,3,0,2,0,ongoing
2020-12-04,K-12 School,Greene,Greene Central High School,5,0,1,0,ongoing
2020-12-08,K-12 School,Greene,Greene Central High School,5,0,1,0,ongoing
2020-12-11,K-12 School,Greene,Greene Central High School,5,0,1,0,ongoing
2020-12-15,K-12 School,Greene,Greene Central High School,5,0,1,0,ongoing
2020-12-18,K-12 School,Greene,Greene Central High School,5,0,1,0,ongoing
2020-12-22,K-12 School,Greene,Greene Central High School,5,0,1,0,ongoing
2020-09-22,School,Greene,Mt. Calvary Christian Academy,9,0,2,0,ongoing
2020-09-25,School,Greene,Mt. Calvary Christian Academy,9,0,2,0,ongoing
2020-09-29,School,Greene,Mt. Calvary Christian Academy,9,0,2,0,ongoing
2020-10-02,School,Greene,Mt. Calvary Christian Academy,12,0,1,0,resolved
2020-12-11,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2020-12-15,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2020-12-18,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2020-12-22,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2021-01-05,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2021-01-08,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2021-01-12,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2021-01-15,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2021-01-19,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2021-01-22,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2021-01-26,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2021-01-29,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2021-02-02,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2021-02-05,K-12 School,Guilford,Greater Vision Academy,6,0,2,0,ongoing
2020-11-17,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2020-11-20,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2020-11-24,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2020-12-01,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2020-12-04,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2020-12-08,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2020-12-11,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2020-12-15,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2020-12-18,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2020-12-22,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2021-01-05,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2021-01-08,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2021-01-12,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2021-01-15,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2021-01-19,K-12 School,Guilford,Greensboro Day School,1,0,9,0,ongoing
2020-10-02,School,Guilford,High Point Christian Academy,5,0,6,0,ongoing
2020-10-13,School,Guilford,High Point Christian Academy,5,0,6,0,ongoing
2020-10-20,K-12 School,Guilford,High Point Christian Academy,5,0,6,0,ongoing
2020-10-23,K-12 School,Guilford,High Point Christian Academy,5,0,6,0,ongoing
2020-10-27,K-12 School,Guilford,High Point Christian Academy,5,0,6,0,ongoing
2020-10-30,K-12 School,Guilford,High Point Christian Academy,5,0,6,0,ongoing
2020-11-03,K-12 School,Guilford,High Point Christian Academy,5,0,6,0,ongoing
2020-11-06,K-12 School,Guilford,High Point Christian Academy,5,0,6,0,ongoing
2020-11-13,K-12 School,Guilford,OakRidge Weekday School,2,0,3,0,ongoing
2020-11-17,K-12 School,Guilford,OakRidge Weekday School,2,0,3,0,ongoing
2020-11-20,K-12 School,Guilford,OakRidge Weekday School,2,0,3,0,ongoing
2020-11-24,K-12 School,Guilford,OakRidge Weekday School,2,0,3,0,ongoing
2020-12-01,K-12 School,Guilford,OakRidge Weekday School,2,0,3,0,ongoing
2020-12-04,K-12 School,Guilford,OakRidge Weekday School,2,0,3,0,ongoing
2020-12-08,K-12 School,Guilford,OakRidge Weekday School,2,0,3,0,ongoing
2020-12-11,K-12 School,Guilford,OakRidge Weekday School,2,0,3,0,ongoing
2020-12-15,K-12 School,Guilford,OakRidge Weekday School,2,0,3,0,ongoing
2020-12-18,K-12 School,Guilford,OakRidge Weekday School,2,0,3,0,ongoing
2020-12-22,K-12 School,Guilford,OakRidge Weekday School,2,0,3,0,ongoing
2020-10-13,Child Care,Guilford,Sunshine House,2,0,3,0,ongoing
2020-10-30,Child Care,Guilford,Sunshine House #125,2,0,3,0,ongoing
2020-11-13,Child Care,Guilford,Sunshine House #125,2,0,3,0,ongoing
2020-11-17,Child Care,Guilford,Sunshine House #125,2,0,3,0,resolved
2020-10-13,School,Guilford,Wesleyan Christian Academy,2,0,8,0,ongoing
2020-10-20,K-12 School,Guilford,Wesleyan Christian Academy,2,0,8,0,ongoing
2020-10-23,K-12 School,Guilford,Wesleyan Christian Academy,2,0,8,0,ongoing
2020-10-27,K-12 School,Guilford,Wesleyan Christian Academy,2,0,8,0,ongoing
2020-10-30,K-12 School,Guilford,Wesleyan Christian Academy,2,0,8,0,ongoing
2020-11-03,K-12 School,Guilford,Wesleyan Christian Academy,2,0,8,0,ongoing
2020-11-06,K-12 School,Guilford,Wesleyan Christian Academy,2,0,8,0,ongoing
2020-11-10,K-12 School,Guilford,Wesleyan Christian Academy,9,0,15,0,ongoing
2020-11-13,K-12 School,Guilford,Wesleyan Christian Academy,9,0,15,0,ongoing
2020-11-17,K-12 School,Guilford,Wesleyan Christian Academy,9,0,15,0,ongoing
2020-11-20,K-12 School,Guilford,Wesleyan Christian Academy,9,0,15,0,ongoing
2020-11-24,K-12 School,Guilford,Wesleyan Christian Academy,9,0,15,0,ongoing
2020-09-22,Child Care,Guilford,Wishview Children's Center,3,0,2,0,ongoing
2020-09-25,Child Care,Guilford,Wishview Children's Center,3,0,2,0,ongoing
2020-09-29,Child Care,Guilford,Wishview Children's Center,3,0,2,0,ongoing
2020-10-02,Child Care,Guilford,Wishview Children's Center,3,0,2,0,resolved
2020-12-18,K-12 School,Halifax,Clara Hearne School,8,0,1,0,ongoing
2020-12-22,Child Care,Halifax,Clara Hearne School,8,0,1,0,ongoing
2021-01-26,Child Care,Halifax,Clara Hearne School,10,0,1,0,resolved
2020-08-21,Child Care,Henderson,East Coast Migrant Head Start,4,0,1,0,ongoing
2020-08-25,Child Care,Henderson,East Coast Migrant Head Start,4,0,1,0,ongoing
2020-08-28,Child Care,Henderson,East Coast Migrant Head Start,4,0,1,0,ongoing
2021-01-29,K-12 School,Henderson,Fletcher Academy,0,0,5,0,ongoing
2021-02-02,K-12 School,Henderson,Fletcher Academy,0,0,5,0,ongoing
2021-02-05,K-12 School,Henderson,Fletcher Academy,0,0,5,0,ongoing
2021-01-12,K-12 School,Henderson,Hendersonville High School,1,0,5,0,ongoing
2021-01-15,K-12 School,Henderson,Hendersonville High School,1,0,5,0,ongoing
2021-01-19,K-12 School,Henderson,Hendersonville High School,1,0,5,0,ongoing
2021-01-22,K-12 School,Henderson,Hendersonville High School,1,0,5,0,ongoing
2021-01-26,K-12 School,Henderson,Hendersonville High School,1,0,5,0,ongoing
2021-01-29,K-12 School,Henderson,Hendersonville High School,1,0,5,0,ongoing
2021-02-02,K-12 School,Henderson,Hendersonville High School,1,0,5,0,ongoing
2021-02-05,K-12 School,Henderson,Hendersonville High School,1,0,5,0,ongoing
2020-09-22,School,Hertford,Ahoskie Christian School,5,0,1,0,ongoing
2020-09-25,School,Hertford,Ahoskie Christian School,8,0,1,0,ongoing
2020-09-29,School,Hertford,Ahoskie Christian School,8,0,1,0,ongoing
2020-10-02,School,Hertford,Ahoskie Christian School,8,0,1,0,resolved
2021-02-05,K-12 School,Iredell,Mooresville High School,0,0,11,0,ongoing
2021-01-26,Child Care,Iredell,Smart Kids Child Development Center,0,0,6,0,ongoing
2021-02-05,Child Care,Iredell,Smart Kids Child Development Center,0,0,6,0,ongoing
2020-12-01,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2020-12-04,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2020-12-08,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2020-12-11,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2020-12-15,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2020-12-18,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2020-12-22,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2021-01-05,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2021-01-08,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2021-01-12,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2021-01-15,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2021-01-19,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2021-01-22,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2021-01-26,K-12 School,Iredell,South Elementary School,7,0,6,0,ongoing
2020-10-27,K-12 School,Iredell,West Iredell Middle School,5,0,2,0,ongoing
2020-10-30,K-12 School,Iredell,West Iredell Middle School,5,0,2,0,ongoing
2020-11-03,K-12 School,Iredell,West Iredell Middle School,5,0,2,0,ongoing
2020-11-06,K-12 School,Iredell,West Iredell Middle School,5,0,2,0,ongoing
2020-11-10,K-12 School,Iredell,West Iredell Middle School,5,0,2,0,ongoing
2020-11-13,K-12 School,Iredell,West Iredell Middle School,5,0,2,0,ongoing
2020-11-17,K-12 School,Iredell,West Iredell Middle School,5,0,2,0,resolved
2020-10-30,Child Care,Jackson,Shepherd Early Education and Preschool,3,0,4,0,ongoing
2020-11-13,Child Care,Jackson,Shepherd Early Education and Preschool,3,0,4,0,ongoing
2020-11-17,Child Care,Jackson,Shepherd Early Education and Preschool,3,0,4,0,ongoing
2020-11-24,Child Care,Jackson,Shepherd Early Education and Preschool,3,0,4,0,ongoing
2020-12-11,Child Care,Jackson,Shepherd Early Education and Preschool,3,0,4,0,ongoing
2020-12-11,Child Care,Johnston,Childcare Network #246,4,0,9,0,ongoing
2020-12-18,Child Care,Johnston,Childcare Network #246,4,0,4,0,ongoing
2020-12-22,Child Care,Johnston,Childcare Network #246,4,0,4,0,ongoing
2020-11-13,Child Care,Johnston,Lipscomb's Learning Center,2,0,4,0,ongoing
